"V1","V2","V3","V4","V5"
"-5",1.05035961205868,1.4799515418491,0.782357422934415,0.030890818755043
"-3",0.876630186347185,0.670741063557969,0.453842792763467,0.0252403570851762
"-4",0.936474328365711,0.671643283546237,0.70895866095691,0.0297860571145383
"-5",0.97868613765118,0.668865168076525,0.902561124600453,0.0270319612434838
"-4",1.00791198522992,1.47294042232782,0.964140054049433,0.0330790515814805
"-3",1.06862646357211,1.44583391632235,0.704817917733577,0.0403761623447685
"-3",1.14746229926254,1.48136354558008,0.434266482043381,0.0309036031275129
"-3",0.935574265855591,0.658489545989891,0.705738960211272,0.019694591664833
"-1",1.32025181284137,1.43671263683112,0.117576902452837,0.0431046823260005
"-1",1.26307447705312,1.46606997393529,0.183328058321264,0.0305060926177271
"-2",0.885848580478743,0.686427303747516,0.492770139536697,0.0330389121138761
"-2",0.864142236688965,0.702777655318321,0.409388801479863,0.0458074426850968
"-2",1.21277035897359,1.56174522223027,0.273052340075028,0.0124248521368339
"-3",1.22949828267903,1.51284395731644,0.248350205727775,0.0239105473673518
"-4",1.07814576463693,1.49195775499341,0.669317624094528,0.0287223567280428
"-3",1.06947937990818,1.4286765139305,0.701989426781396,0.045439692776664
"-2",1.29177870605984,1.48333998741721,0.154648848044676,0.0310310953261423
"-5",0.97862481529675,0.658525300944853,0.901803945550892,0.0223263474339754
"-4",0.936772502013782,0.655572781678101,0.710253188240314,0.0230325387369157
"-3",0.92543462433855,0.686534045664403,0.65858563970747,0.0372388397060432
"-4",1.14344527123538,1.50826835041281,0.451069031513432,0.0256568278348956
"-3",1.13827483780627,1.48429072495986,0.461630506726756,0.0301230409895537
"-3",1.07821729726219,1.5103980630025,0.66885601992941,0.0233759582683152
"-3",1.11506647230649,1.50970023281819,0.535468132368134,0.0210227751053595
"-2",0.822386607780407,0.684041854066821,0.266672861503929,0.0338600244304358
"-2",1.16430370201976,1.44323383213946,0.38849607631434,0.0396610877871483
"-4",1.0477468768157,1.51412619790815,0.791196054595734,0.0271259195254772
"-3",1.05071457538742,1.49520282244894,0.782533833432164,0.0232972048180479
"-4",1.06405227072586,1.51022166236938,0.723664433279967,0.0255330049333824
"-3",1.05080556012398,1.45534454483022,0.778456890937954,0.0342423819870498
"-4",1.03952974891534,1.47621327516878,0.825012017214763,0.0340901025649938
"-3",1.0471415095597,1.49811431067428,0.795245015072786,0.0235752559599446
"-4",1.01704824440591,1.54354865831592,0.923179831822563,0.0184179654270891
"-1",1.32368935989335,1.45147292932235,0.112051750067727,0.0364708988719056
"-4",1.05422261782438,1.43114284698238,0.764317078884347,0.0477792915561592
"-3",1.10848614617991,1.50241113679497,0.556508387060987,0.0242351613629503
"-4",1.02026672307209,1.43727025683537,0.90881947148664,0.0459331044699823
"-1",1.30502740830069,1.4288711380918,0.130899144518793,0.044486201513548
"-2",1.22008212186094,1.46740019349641,0.259602670844609,0.0342572048253826
"-4",1.16922309656717,1.51671896544508,0.382583879257632,0.023137489250884
"-3",1.07893716509627,1.50705902524802,0.665154093610108,0.0216643325764933
"-3",1.07496062535407,1.48798762871649,0.680104285039375,0.028994971577062
"-3",1.15127616459142,1.5016624216768,0.423257996300714,0.0247083004721822
"-4",1.11035180210536,1.48103084919909,0.557238580038932,0.0351691600771424
"-2",1.13016657162044,1.42984521893372,0.484573660279906,0.0445339507612645
"-2",1.14814250654581,1.46086363090108,0.431435350362688,0.031667793057738
"-1",0.795858554934019,0.684908858541927,0.192644015734159,0.0325722076055135
"-3",0.928703772863826,0.698920413645921,0.673126659228429,0.0462633659657202
"-3",1.03806437830584,1.43388682665769,0.831279801754854,0.0463815975408537
"-5",1.01461465192713,1.49136984624561,0.934382856418886,0.0309639984827367
"-4",0.964289168115546,0.692300648142825,0.837628109159317,0.0389857834944205
"-3",0.921992528976126,0.675871720993574,0.642613242959337,0.0288397680624546
"-4",1.03871364409062,1.51973709052592,0.828258248975047,0.0203330691088265
"-4",1.09804567227375,1.51329491072301,0.595253968180197,0.0227661930910037
"-4",1.01026409799537,1.5171574813422,0.95356743405136,0.0212907768710037
"-4",1.15863819772701,1.50153190322249,0.412019911785106,0.0282644744478914
"-3",1.15449480144562,1.4936683324058,0.414947412496153,0.0279430008644003
"-4",0.953228467284613,0.661157971410544,0.78484561021826,0.0229199815754468
"-4",1.06198477020465,1.51703764750328,0.731446347902623,0.0233047236301029
"-3",1.01608359626067,1.44467070634176,0.928661046029753,0.0382367863324532
"-5",1.03177389857231,1.53165476440839,0.858970028013843,0.0197611135551872
"-1",1.2839920531954,1.50007046707126,0.156669049271537,0.0234024972253648
"-1",1.31587826270481,1.53506708184929,0.123569569677702,0.0170199755929537
"-2",1.11388737251074,1.42769810289191,0.538228640116684,0.0465898133424729
"-3",1.04130154762623,1.45333342148545,0.818629820054231,0.0415824204787955
"-3",0.852773087509103,0.655171938633911,0.368375165402727,0.0217387932679354
"-2",1.21003705324161,1.44970741266759,0.279032833814649,0.0391749765914156
"-2",0.828629326978537,0.680352778755647,0.285475533610375,0.0338935141512101
"-1",0.731933725048324,0.632584755707562,0.0762896365904715,0.00914102078068812
"-4",1.0014290944973,1.49616457517854,0.993515734776046,0.0259845272480658
"-4",0.948316368689989,0.702004902439845,0.764199281454349,0.0491801715890453
"-2",0.807305443845859,0.681449919265901,0.230619713314455,0.0366952009882205
"-3",1.14395723577625,1.52075200281292,0.44226986412127,0.0207415928446544
"-5",1.07468000959434,1.50534173941858,0.68503507595597,0.0257195991475727
"-3",1.04801239275266,1.44933110070937,0.788860854217047,0.0382479333565885
