"V1","V2","V3","V4","V5"
"-21",1.05035961205868,1.49175992007634,0.782357422934415,0.0440399696201865
"-15",0.876630186347185,0.685995159343164,0.453842792763467,0.0451797973421769
"-18",0.936474328365711,0.685966063646065,0.70895866095691,0.0492586593707396
"-23",0.97868613765118,0.675553456894367,0.902561124600453,0.0482060448821678
"-23",1.00791198522992,1.48904625194103,0.964140054049433,0.0432973757433617
"-19",1.06862646357211,1.45750808938543,0.704817917733577,0.0489027793951187
"-14",1.14746229926254,1.45390807260895,0.434266482043381,0.0456112266845835
"-23",0.935574265855591,0.675194248979641,0.705738960211272,0.0466200302115777
"-5",1.32025181284137,1.44829048890077,0.117576902452837,0.0408380119021687
"-7",1.26307447705312,1.43019834178158,0.183328058321264,0.0469725912373333
"-16",0.885848580478743,0.679040530579941,0.492770139536697,0.0410513522656036
"-13",0.864142236688965,0.68531766890772,0.409388801479863,0.0434806982208316
"-10",1.21277035897359,1.44962930463199,0.273052340075028,0.0425017098495599
"-9",1.22949828267903,1.45468336263201,0.248350205727775,0.044349197771376
"-17",1.07814576463693,1.47360388098712,0.669317624094528,0.0421220310816361
"-18",1.06947937990818,1.47061993134364,0.701989426781396,0.0432927428883186
"-6",1.29177870605984,1.43869815812473,0.154648848044676,0.048997052506797
"-21",0.97862481529675,0.681237083549084,0.901803945550892,0.0480780125326822
"-18",0.936772502013782,0.682314191025965,0.710253188240314,0.0457230888525924
"-19",0.92543462433855,0.684334887340881,0.65858563970747,0.0482052459982623
"-13",1.14344527123538,1.4557082083771,0.451069031513432,0.0468379883239178
"-14",1.13827483780627,1.44575365645421,0.461630506726756,0.0491016799843826
"-19",1.07821729726219,1.46875204021191,0.66885601992941,0.0454370023006148
"-16",1.11506647230649,1.46523455146763,0.535468132368134,0.043106628323894
"-10",0.822386607780407,0.69100206136877,0.266672861503929,0.0440468350172804
"-12",1.16430370201976,1.45276700988114,0.38849607631434,0.044012743356493
"-18",1.0477468768157,1.45784637550626,0.791196054595734,0.0493648454367674
"-20",1.05071457538742,1.47224554906906,0.782533833432164,0.0489672383678611
"-19",1.06405227072586,1.47554764984098,0.723664433279967,0.0430578145442987
"-22",1.05080556012398,1.48479985447793,0.778456890937954,0.0436985347387072
"-20",1.03952974891534,1.46843142946549,0.825012017214763,0.0466976755912676
