"V1","V2","V3","V4","V5","V6"
NA,0.749629545011033,0.92060445279906,0.218985444609588,0.690401929005543,c("75", "57", "68", "77", "50", "44", "80", "48", "63", "53", "50", "70", "71", "50", "42", "58", "65", "45", "60", "60", "73", "41", "80", "55", "42", "80", "42", "60", "77", "51", "50", "57", "72", "41", "52", "56", "58", "42", "69", "76")
NA,1.11180306990433,1.04811330487541,0.640892320275724,0.819358582948366,c("8", "18", "11", "6", "35", "25", "2", "14", "13", "18", "15", "20", "23", "6", "30", "5", "16", "4", "24", "15", "10", "39", "3", "1", "37", "34", "26", "33", "37", "33", "26", "25", "13", "6", "29", "15", "38", "13", "37", "19")
NA,0.968516597627384,1.05237465993397,0.890508800660325,0.757208835711265,c("73", "41", "66", "70", "78", "63", "64", "52", "63", "48", "59", "63", "74", "77", "68", "43", "71", "61", "64", "55", "80", "42", "80", "68", "79", "45", "75", "41", "50", "69", "79", "62", "62", "80", "64", "62", "59", "42", "73", "73")
NA,0.690054638596617,0.835160506948377,0.0997608495125089,0.350327953652443,c("76", "42", "76", "55", "67", "48", "63", "64", "70", "54", "67", "50", "47", "48", "43", "71", "41", "73", "79", "52", "61", "74", "69", "57", "74", "75", "76", "50", "75", "51", "57", "69", "60", "48", "69", "46", "54", "77", "62", "64")
NA,0.7542470709304,0.831795077711145,0.216826037385152,0.370466515403604,c("65", "52", "69", "49", "76", "67", "57", "78", "52", "49", "63", "49", "72", "61", "49", "45", "65", "56", "60", "55", "71", "56", "78", "44", "78", "63", "42", "78", "53", "79", "56", "64", "73", "59", "61", "58", "77", "75", "44", "68")
NA,0.880662981622559,0.9381843818966,0.584683618413132,0.76155634999548,c("66", "51", "55", "48", "68", "44", "45", "61", "73", "49", "62", "73", "71", "57", "62", "55", "50", "77", "75", "62", "56", "76", "58", "62", "48", "57", "51", "63", "56", "56", "63", "54", "56", "60", "59", "75", "64", "72", "73", "68")
NA,0.835110343577308,0.964071539382529,0.424904875128972,0.870576675961096,c("65", "57", "78", "76", "66", "71", "49", "59", "44", "42", "48", "70", "68", "49", "70", "44", "51", "69", "73", "63", "73", "63", "48", "63", "68", "76", "71", "74", "51", "56", "44", "57", "80", "50", "46", "70", "44", "74", "54", "49")
NA,0.981512365440612,1.06501164148111,0.934186822811217,0.751969851734711,c("62", "72", "57", "74", "45", "59", "61", "62", "78", "48", "71", "43", "60", "47", "78", "57", "52", "45", "42", "79", "48", "80", "75", "64", "80", "78", "48", "63", "60", "64", "66", "75", "69", "57", "67", "60", "49", "44", "48", "47")
NA,0.934696422447233,0.983968646899933,0.766372367751131,0.924225347393752,c("50", "54", "77", "67", "44", "53", "61", "48", "43", "66", "74", "68", "49", "47", "58", "52", "49", "57", "64", "47", "55", "52", "62", "60", "61", "67", "49", "73", "77", "68", "69", "65", "66", "60", "77", "79", "50", "49", "72", "77")
NA,1.13063364015161,1.13103697518718,0.589381266312302,0.558501454272639,c("28", "7", "1", "33", "11", "39", "1", "8", "19", "22", "17", "8", "9", "18", "15", "12", "40", "11", "38", "14", "34", "30", "18", "31", "39", "34", "8", "34", "19", "2", "2", "1", "31", "23", "14", "39", "8", "8", "14", "8")
NA,0.888407878051967,1.0189416643303,0.600980246118356,0.911159846775101,c("75", "57", "70", "47", "51", "53", "65", "80", "79", "76", "47", "66", "79", "64", "57", "54", "51", "80", "51", "49", "58", "80", "71", "75", "66", "56", "53", "61", "51", "50", "54", "73", "58", "72", "76", "62", "66", "77", "48", "63")
NA,1.17485354235233,1.18467812670584,0.476155514259194,0.38627592718818,c("38", "32", "17", "11", "19", "38", "20", "17", "6", "22", "6", "17", "14", "21", "27", "37", "14", "24", "27", "3", "40", "25", "35", "10", "21", "17", "32", "30", "25", "19", "7", "19", "36", "7", "8", "39", "1", "21", "18", "14")
NA,1.41113753643909,1.02877304721623,0.137065970442874,0.874343232547454,c("9", "2", "26", "9", "25", "4", "2", "4", "25", "24", "37", "31", "28", "11", "15", "19", "29", "12", "5", "23", "10", "31", "35", "1", "10", "9", "39", "29", "4", "8", "4", "12", "18", "20", "33", "16", "40", "7", "7", "36")
NA,0.712516593723274,0.775813291609715,0.134687714059652,0.200022934177447,c("60", "47", "57", "76", "46", "52", "77", "78", "54", "65", "72", "57", "71", "55", "47", "75", "54", "60", "57", "64", "62", "77", "47", "47", "74", "68", "56", "53", "42", "48", "52", "72", "43", "57", "58", "80", "72", "77", "74", "57")
NA,1.18302254036078,1.14949918007408,0.462355315464743,0.479508529129392,c("3", "23", "4", "14", "37", "11", "40", "4", "35", "20", "20", "25", "33", "37", "11", "39", "23", "34", "14", "5", "40", "30", "28", "22", "29", "4", "30", "10", "2", "13", "14", "31", "13", "7", "32", "5", "1", "5", "35", "25")
NA,1.03743541314029,1.03260537512765,0.874196414476109,0.940432652892493,c("32", "14", "25", "32", "22", "30", "36", "26", "24", "16", "40", "32", "34", "11", "36", "33", "9", "34", "17", "28", "14", "19", "26", "11", "7", "29", "23", "40", "29", "28", "28", "14", "20", "26", "4", "33", "7", "7", "5", "39")
NA,0.722367377734785,0.904906743559819,0.150167904058341,0.608774611849932,c("50", "78", "45", "74", "45", "54", "62", "50", "62", "54", "77", "76", "70", "55", "45", "57", "68", "73", "73", "75", "71", "60", "57", "65", "49", "58", "65", "75", "73", "69", "75", "42", "43", "50", "44", "72", "51", "56", "58", "61")
NA,1.41970434815642,1.17927617818447,0.123508902545572,0.403311762288902,c("6", "39", "33", "12", "14", "21", "25", "13", "26", "9", "4", "23", "20", "28", "39", "24", "15", "13", "25", "6", "27", "13", "27", "36", "4", "12", "39", "35", "23", "10", "20", "30", "32", "16", "13", "26", "32", "10", "37", "6")
NA,1.06121860409746,1.0254498997666,0.795482377558538,0.883033869892952,c("33", "38", "7", "12", "17", "14", "29", "29", "11", "32", "11", "40", "13", "8", "39", "39", "7", "25", "10", "16", "22", "23", "26", "40", "38", "9", "6", "35", "16", "12", "3", "31", "30", "10", "17", "11", "23", "29", "16", "13")
